deal_id,funded_amount,funded_date,industry_id
a4Gf1000000nSicEAE,11000,11/17/2019,3
a4Gf1000000nSijEAE,17000,12/18/2019,4
a4Gf1000000nSilEAE,60000,1/13/2020,4
a4Gf1000000nSipEAE,4500,4/24/2019,3
a4Gf1000000nSiqEAE,3500,5/7/2020,3
a4Gf1000000nSirEAE,2500,8/11/2018,4
a4Gf1000000nSiwEAE,12000,2/19/2019,4
a4Gf1000000nSixEAE,17000,9/15/2019,2
a4Gf1000000nSiyEAE,17500,12/16/2019,3
a4Gf1000000nSj0EAE,4000,12/7/2019,4
a4Gf1000000nSj4EAE,2500,9/16/2020,1
a4Gf1000000nSj5EAE,6600,1/5/2019,2
a4Gf1000000nSjCEAU,30000,7/23/2018,4
a4Gf1000000nSjEEAU,16000,6/5/2020,2
a4Gf1000000nSjREAU,9000,10/16/2018,2
a4Gf1000000nSjWEAU,23500,11/4/2018,4
a4Gf1000000nSjYEAU,5700,5/20/2020,1
a4Gf1000000nSjbEAE,75000,10/9/2019,4
a4Gf1000000nSjdEAE,4500,7/25/2018,4
a4Gf1000000nSjeEAE,6000,10/3/2018,2
a4Gf1000000nSjjEAE,35000,10/17/2019,4
a4Gf1000000nSjmEAE,17500,8/28/2018,2
a4Gf1000000nSjqEAE,7300,11/4/2018,2
a4Gf1000000nSjwEAE,8800,2/22/2020,4
a4Gf1000000nSk0EAE,13200,7/11/2020,1
a4Gf1000000nSk1EAE,33500,9/5/2020,2
a4Gf1000000nSk7EAE,50000,1/6/2020,4
a4Gf1000000nSkBEAU,30000,7/23/2018,2
a4Gf1000000nSkEEAU,19000,6/19/2019,1
a4Gf1000000nSkFEAU,2300,5/8/2018,4
a4Gf1000000nSkOEAU,14000,3/16/2020,2
a4Gf1000000nSkQEAU,15000,1/16/2019,4
a4Gf1000000nSkSEAU,3000,1/29/2018,4
a4Gf1000000nSkXEAU,7800,10/16/2018,4
a4Gf1000000nSkYEAU,4200,2/8/2018,4
a4Gf1000000nSkfEAE,75000,11/26/2020,4
a4Gf1000000nSkkEAE,3500,3/12/2020,4
a4Gf1000000nSkmEAE,12000,10/17/2019,3
a4Gf1000000nSknEAE,25000,1/23/2018,2
a4Gf1000000nSkrEAE,58000,12/12/2020,4
a4Gf1000000nSkzEAE,6600,9/10/2020,4
a4Gf1000000nSl8EAE,7200,3/15/2019,3
a4Gf1000000nSlDEAU,40000,12/22/2019,2
a4Gf1000000nSlFEAU,7500,9/24/2019,4
a4Gf1000000nSlHEAU,22000,2/22/2018,3
a4Gf1000000nSlKEAU,1500,3/1/2019,2
a4Gf1000000nSlNEAU,5500,7/15/2019,2
a4Gf1000000nSlOEAU,5600,1/3/2020,4
a4Gf1000000nSlZEAU,8800,2/16/2018,4
a4Gf1000000nSlpEAE,6600,4/4/2020,4
a4Gf1000000nSlvEAE,100000,3/7/2018,4
a4Gf1000000nSlxEAE,5800,1/6/2019,4
a4Gf1000000nSlyEAE,3300,12/15/2019,1
a4Gf1000000nSm1EAE,21000,7/27/2019,4
a4Gf1000000nSm2EAE,6500,10/8/2019,2
a4Gf1000000nSm6EAE,16000,11/4/2020,2
a4Gf1000000nSm7EAE,5000,1/20/2018,3
a4Gf1000000nSmDEAU,4000,3/24/2018,2
a4Gf1000000nSmFEAU,10000,3/3/2019,4
a4Gf1000000nSmQEAU,8800,12/28/2019,2
a4Gf1000000nSmREAU,75000,4/26/2019,3
a4Gf1000000nSmTEAU,7500,3/11/2018,2
a4Gf1000000nSmaEAE,15000,2/2/2020,4
a4Gf1000000nSmiEAE,5700,11/17/2020,1
a4Gf1000000nSmpEAE,53000,4/8/2019,1
a4Gf1000000nSmyEAE,11000,8/27/2018,2
a4Gf1000000nSn2EAE,3500,11/10/2018,4
a4Gf1000000nSnCEAU,6600,3/1/2019,3
a4Gf1000000nSnHEAU,16000,5/17/2018,3
a4Gf1000000nSnJEAU,5600,5/12/2018,4
a4Gf1000000nSnKEAU,84000,9/6/2018,4
a4Gf1000000nSnOEAU,7000,10/2/2020,2
a4Gf1000000nSndEAE,52000,8/9/2018,4
a4Gf1000000nSngEAE,20000,2/27/2018,1
a4Gf1000000nSnpEAE,45000,3/14/2019,3
a4Gf1000000nSnsEAE,7000,2/24/2019,2
a4Gf1000000nSo8EAE,23000,3/12/2018,2
a4Gf1000000nSoBEAU,20000,9/20/2018,3
a4Gf1000000nSoIEAU,15000,8/6/2020,2
a4Gf1000000nS5cEAE,12000,12/28/2019,3
a4Gf1000000nS5eEAE,14000,9/8/2020,2
a4Gf1000000nS5gEAE,10000,8/5/2019,4
a4Gf1000000nS5kEAE,12000,2/13/2020,1
a4Gf1000000nS5mEAE,3000,4/27/2018,4
a4Gf1000000nS5rEAE,25000,11/14/2019,2
a4Gf1000000nS5tEAE,100000,9/29/2018,2
a4Gf1000000nS5yEAE,2800,11/30/2019,2
a4Gf1000000nS62EAE,27500,6/6/2020,2
a4Gf1000000nS63EAE,30000,5/3/2018,2
a4Gf1000000nS65EAE,6600,12/7/2020,4
a4Gf1000000nS68EAE,3000,6/6/2020,2
a4Gf1000000nS69EAE,6600,3/11/2020,4
a4Gf1000000nS6BEAU,4500,7/27/2019,4
a4Gf1000000nS6FEAU,5000,8/2/2020,2
a4Gf1000000nS6GEAU,4000,2/8/2020,4
a4Gf1000000nS6HEAU,10000,12/20/2020,3
a4Gf1000000nS6NEAU,11000,4/13/2018,1
a4Gf1000000nS6UEAU,26000,11/16/2019,2
a4Gf1000000nS6WEAU,4500,5/15/2020,3
a4Gf1000000nS6fEAE,1500,12/31/2019,2
a4Gf1000000nS6mEAE,20000,11/16/2019,2
a4Gf1000000nS6tEAE,20000,11/25/2018,4
a4Gf1000000nS6uEAE,4000,6/4/2019,4
a4Gf1000000nS70EAE,10000,3/1/2019,3
a4Gf1000000nS72EAE,24000,1/1/2018,1
a4Gf1000000nS76EAE,21000,7/3/2020,2
a4Gf1000000nS7BEAU,6000,12/13/2018,3
a4Gf1000000nS7CEAU,55000,9/4/2019,4
a4Gf1000000nS7EEAU,20000,5/21/2019,4
a4Gf1000000nS7GEAU,16000,6/14/2020,3
a4Gf1000000nS7PEAU,6000,4/17/2019,3
a4Gf1000000nS7UEAU,7300,1/12/2020,1
a4Gf1000000nS7XEAU,7500,1/30/2018,3
a4Gf1000000nS7cEAE,8800,4/13/2019,1
a4Gf1000000nS7kEAE,1600,7/12/2020,4
a4Gf1000000nS7oEAE,175000,9/21/2018,4
a4Gf1000000nS7qEAE,6600,5/29/2019,1
a4Gf1000000nS7rEAE,115000,10/6/2019,3
a4Gf1000000nSL9EAM,3500,3/11/2020,1
a4Gf1000000nSLHEA2,11000,5/12/2020,2
a4Gf1000000nSLIEA2,10000,10/6/2019,4
a4Gf1000000nSLKEA2,17000,12/23/2020,2
a4Gf1000000nSLPEA2,15000,12/9/2020,3
a4Gf1000000nSLTEA2,12000,12/27/2018,2
a4Gf1000000nSLUEA2,5000,2/12/2020,4
a4Gf1000000nSLZEA2,4500,8/29/2019,4
a4Gf1000000nSLcEAM,10000,9/20/2020,1
a4Gf1000000nSLlEAM,8800,10/6/2018,4
a4Gf1000000nSLoEAM,30000,2/5/2018,3
a4Gf1000000nSLtEAM,12000,8/22/2019,4
a4Gf1000000nSLvEAM,150000,5/21/2020,2
a4Gf1000000nSLyEAM,150000,7/28/2018,1
a4Gf1000000nSM2EAM,21000,10/16/2018,1
a4Gf1000000nSM4EAM,6600,11/1/2018,4
a4Gf1000000nSMBEA2,7800,2/15/2020,4
a4Gf1000000nSMDEA2,50000,2/14/2018,4
a4Gf1000000nSMTEA2,2500,8/23/2018,2
a4Gf1000000nSMZEA2,4600,12/3/2020,1
a4Gf1000000nSMcEAM,20000,6/12/2020,1
a4Gf1000000nSMgEAM,20000,8/8/2020,4
a4Gf1000000nSMiEAM,23000,7/2/2020,4
a4Gf1000000nSMqEAM,30000,12/14/2020,4
a4Gf1000000nSMxEAM,10500,4/12/2020,4
a4Gf1000000nSN2EAM,2800,4/8/2018,2
a4Gf1000000nSN7EAM,30000,11/1/2020,1
a4Gf1000000nSNAEA2,6600,9/30/2019,4
a4Gf1000000nSNDEA2,7000,6/30/2019,4
a4Gf1000000nSNLEA2,25000,11/13/2020,2
a4Gf1000000nSNTEA2,7600,9/27/2018,2
a4Gf1000000nSNUEA2,6000,10/8/2019,4
a4Gf1000000nSNXEA2,12000,5/11/2018,3
a4Gf1000000nSNYEA2,35000,1/8/2018,4
a4Gf1000000nSNcEAM,7600,4/20/2019,4
a4Gf1000000nSNfEAM,50000,2/4/2018,1
a4Gf1000000nSNgEAM,6600,11/22/2020,4
a4Gf1000000nSNkEAM,8000,1/21/2020,3
a4Gf1000000nSNlEAM,85000,1/2/2019,2
a4Gf1000000nSNtEAM,2500,4/30/2018,2
a4Gf1000000nSNuEAM,7800,5/22/2018,3
a4Gf1000000nSNyEAM,80000,2/17/2020,4
a4Gf1000000nSO3EAM,13000,3/3/2019,2
a4Gf1000000nSO5EAM,12000,9/18/2019,4
a4Gf1000000nSO8EAM,10000,10/3/2019,2
a4Gf1000000nSOCEA2,65000,8/27/2020,1
a4Gf1000000nSOQEA2,10000,5/27/2018,2
a4Gf1000000nSOXEA2,6000,7/8/2019,4
a4Gf1000000nSOYEA2,12000,6/6/2019,4
a4Gf1000000nSObEAM,9000,9/14/2020,4
a4Gf1000000nSOfEAM,10000,1/24/2019,1
a4Gf1000000nSOgEAM,35000,6/11/2019,4
a4Gf1000000nSOwEAM,21000,12/18/2019,1
a4Gf1000000nSOzEAM,6000,10/30/2019,4
a4Gf1000000nSP3EAM,6600,9/8/2018,4
a4Gf1000000nSP6EAM,7500,2/28/2020,4
a4Gf1000000nSP8EAM,10000,6/7/2019,2
a4Gf1000000nSPEEA2,20000,2/20/2019,3
a4Gf1000000nSPJEA2,12500,2/7/2018,2
a4Gf1000000nSPNEA2,6000,6/18/2020,4
a4Gf1000000nSPQEA2,7800,4/7/2020,3
a4Gf1000000nSPZEA2,3000,7/27/2018,4
a4Gf1000000nSPeEAM,3500,7/29/2018,1
a4Gf1000000nSPlEAM,20000,4/5/2018,2
a4Gf1000000nSPnEAM,75000,11/9/2020,4
a4Gf1000000nSPoEAM,30000,9/23/2019,2
a4Gf1000000nSPpEAM,20000,1/21/2018,2
a4Gf1000000nSPtEAM,6600,4/27/2019,2
a4Gf1000000nSPzEAM,8800,9/13/2019,2
a4Gf1000000nSQ6EAM,12000,6/23/2019,3
a4Gf1000000nSQHEA2,3000,5/17/2019,3
a4Gf1000000nSQIEA2,9000,1/12/2020,2
a4Gf1000000nSQMEA2,11000,6/23/2018,3
a4Gf1000000nSQUEA2,4700,6/15/2019,3
a4Gf1000000nSQXEA2,35000,10/12/2018,2
a4Gf1000000nSQYEA2,4000,9/14/2019,2
a4Gf1000000nSQfEAM,2800,12/15/2020,2
a4Gf1000000nSQhEAM,10000,9/22/2018,4
a4Gf1000000nSQiEAM,2800,8/17/2020,4
a4Gf1000000nSQjEAM,6600,8/13/2019,4
a4Gf1000000nSQrEAM,2800,8/27/2020,2
a4Gf1000000nSQvEAM,60000,3/26/2019,1
a4Gf1000000nSQwEAM,30000,3/4/2020,4
a4Gf1000000nSQyEAM,15000,7/28/2019,4
a4Gf1000000nSR1EAM,5700,12/14/2019,4
a4Gf1000000nSR2EAM,4500,9/22/2020,3
a4Gf1000000nSR3EAM,5000,9/10/2020,2
a4Gf1000000nSR4EAM,14000,1/12/2018,2
a4Gf1000000nSR6EAM,8000,12/17/2019,4
a4Gf1000000nSRBEA2,6600,3/23/2019,2
a4Gf1000000nSRDEA2,85000,7/6/2018,1
a4Gf1000000nSRLEA2,5000,5/25/2020,3
a4Gf1000000nSRMEA2,4000,3/18/2019,2
a4Gf1000000nSRNEA2,12000,7/15/2020,2
a4Gf1000000nSROEA2,12000,5/18/2019,3
a4Gf1000000nSRPEA2,16000,6/28/2018,1
a4Gf1000000nSRQEA2,20000,8/17/2018,3
a4Gf1000000nSRVEA2,40000,4/13/2019,4
a4Gf1000000nSRZEA2,13000,3/6/2018,2
a4Gf1000000nSRcEAM,6600,10/28/2020,4
a4Gf1000000nSReEAM,4500,1/19/2018,4
a4Gf1000000nSRfEAM,8800,1/25/2020,4
a4Gf1000000nSRhEAM,50000,3/2/2019,2
a4Gf1000000nSRkEAM,3000,6/15/2019,4
a4Gf1000000nSRoEAM,17000,4/16/2018,3
a4Gf1000000nSRrEAM,6600,3/25/2019,4
a4Gf1000000nSRxEAM,2800,11/17/2018,4
a4Gf1000000nSSCEA2,5000,1/29/2018,2
a4Gf1000000nSSDEA2,15000,3/28/2020,2
a4Gf1000000nSSFEA2,6300,8/29/2018,4
a4Gf1000000nSSVEA2,30000,12/1/2020,4
a4Gf1000000nSSeEAM,3000,9/13/2018,2
a4Gf1000000nSSfEAM,13500,10/19/2018,4
a4Gf1000000nSSgEAM,5600,7/2/2018,4
a4Gf1000000nSSqEAM,5500,5/5/2018,2
a4Gf1000000nSSrEAM,8800,6/6/2018,3
a4Gf1000000nSSvEAM,8800,12/23/2019,1
a4Gf1000000nSSxEAM,62500,7/25/2018,2
a4Gf1000000nSSzEAM,7200,11/30/2020,2
a4Gf1000000nST2EAM,17000,7/17/2020,3
a4Gf1000000nSTAEA2,8000,4/6/2018,4
a4Gf1000000nSTFEA2,2000,10/28/2018,4
a4Gf1000000nSTHEA2,7000,3/24/2019,1
a4Gf1000000nSTKEA2,3500,9/22/2019,1
a4Gf1000000nSTREA2,5500,11/2/2018,4
a4Gf1000000nSTSEA2,5400,5/21/2020,4
a4Gf1000000nSTTEA2,14000,7/24/2020,1
a4Gf1000000nSduEAE,25000,5/15/2020,2
a4Gf1000000nSdwEAE,7700,7/5/2019,4
a4Gf1000000nSdzEAE,6300,2/3/2019,4
a4Gf1000000nSe6EAE,10000,7/29/2018,3
a4Gf1000000nSe7EAE,4000,7/19/2020,4
a4Gf1000000nSe9EAE,21000,9/21/2018,2
a4Gf1000000nSeCEAU,125000,4/7/2020,4
a4Gf1000000nSeGEAU,6000,2/29/2020,2
a4Gf1000000nSeIEAU,25000,9/13/2019,3
a4Gf1000000nSeKEAU,20000,3/12/2019,1
a4Gf1000000nSeMEAU,6600,9/27/2018,2
a4Gf1000000nSeOEAU,12000,2/11/2020,3
a4Gf1000000nSePEAU,10000,8/29/2019,1
a4Gf1000000nSeREAU,22000,10/29/2020,3
a4Gf1000000nSeSEAU,17500,2/14/2018,4
a4Gf1000000nSeWEAU,8500,11/11/2018,4
a4Gf1000000nSeaEAE,35000,2/27/2018,1
a4Gf1000000nSehEAE,4600,11/9/2018,3
a4Gf1000000nSeiEAE,110000,11/26/2019,4
a4Gf1000000nSejEAE,5600,12/23/2020,2
a4Gf1000000nSeyEAE,35000,4/10/2018,4
a4Gf1000000nSezEAE,85000,9/7/2020,1
a4Gf1000000nSf0EAE,3600,2/26/2020,3
a4Gf1000000nSf5EAE,8800,10/16/2019,3
a4Gf1000000nSf6EAE,14000,3/13/2018,1
a4Gf1000000nSf8EAE,9000,2/24/2019,2
a4Gf1000000nSfBEAU,5000,11/16/2018,2
a4Gf1000000nSfEEAU,8800,4/13/2018,2
a4Gf1000000nSfHEAU,10000,9/13/2019,3
a4Gf1000000nSfJEAU,3800,5/6/2019,4
a4Gf1000000nSfKEAU,15000,12/17/2020,3
a4Gf1000000nSfNEAU,50000,11/14/2018,2
a4Gf1000000nSfQEAU,5000,2/10/2020,1
a4Gf1000000nSfSEAU,5000,1/6/2018,4
a4Gf1000000nSfTEAU,30000,8/12/2020,4
a4Gf1000000nSfYEAU,4800,3/23/2019,3
a4Gf1000000nSfZEAU,4000,12/17/2018,4
a4Gf1000000nSfaEAE,4500,1/31/2019,3
a4Gf1000000nSffEAE,15000,5/8/2019,3
a4Gf1000000nSfmEAE,7000,6/4/2020,1
a4Gf1000000nSfpEAE,85000,1/10/2019,1
a4Gf1000000nSfrEAE,4500,12/13/2018,4
a4Gf1000000nSfwEAE,8800,3/10/2019,2
a4Gf1000000nSg2EAE,3500,8/15/2020,4
a4Gf1000000nSg3EAE,13000,8/9/2020,2
a4Gf1000000nSg7EAE,13000,1/20/2019,4
a4Gf1000000nSgBEAU,8800,2/1/2018,4
a4Gf1000000nSgDEAU,14000,12/12/2019,1
a4Gf1000000nSgGEAU,2000,2/6/2020,1
a4Gf1000000nSgHEAU,16000,5/31/2019,1
a4Gf1000000nSgOEAU,9200,9/28/2019,4
a4Gf1000000nSgXEAU,100000,4/19/2018,4
a4Gf1000000nSgcEAE,45000,10/4/2019,1
a4Gf1000000nSghEAE,15000,10/1/2020,1
a4Gf1000000nSgiEAE,18000,5/22/2020,3
a4Gf1000000nSglEAE,3200,5/4/2019,3
a4Gf1000000nSgnEAE,20000,10/14/2020,4
a4Gf1000000nSgoEAE,11000,12/23/2018,1
a4Gf1000000nSgpEAE,5000,7/6/2019,2
a4Gf1000000nSgqEAE,3000,10/22/2018,4
a4Gf1000000nSgrEAE,16500,11/27/2020,3
a4Gf1000000nSgsEAE,5500,11/28/2018,4
a4Gf1000000nSgtEAE,7800,11/22/2020,4
a4Gf1000000nSgwEAE,5500,8/28/2019,3
a4Gf1000000nSgxEAE,15000,7/19/2018,2
a4Gf1000000nSgzEAE,7000,8/6/2018,4
a4Gf1000000nSh3EAE,15000,10/27/2019,1
a4Gf1000000nSh6EAE,70000,9/12/2020,2
a4Gf1000000nShAEAU,30000,7/8/2018,4
a4Gf1000000nShDEAU,8800,9/30/2018,4
a4Gf1000000nShEEAU,4100,10/11/2020,4
a4Gf1000000nShGEAU,7500,8/5/2018,4
a4Gf1000000nShMEAU,4000,3/28/2020,4
a4Gf1000000nShPEAU,10000,8/4/2020,3
a4Gf1000000nShREAU,4500,3/23/2020,4
a4Gf1000000nShSEAU,40000,2/26/2018,2
a4Gf1000000nShVEAU,6500,5/6/2018,2
a4Gf1000000nShYEAU,125000,8/22/2019,2
a4Gf1000000nShaEAE,10000,7/5/2018,3
a4Gf1000000nShbEAE,60000,4/2/2020,3
a4Gf1000000nShcEAE,5000,7/7/2019,4
a4Gf1000000nShdEAE,10000,2/19/2020,2
a4Gf1000000nShgEAE,5000,12/19/2020,4
a4Gf1000000nShiEAE,6600,8/8/2020,3
a4Gf1000000nShoEAE,3500,7/14/2020,2
a4Gf1000000nShpEAE,2800,3/23/2019,4
a4Gf1000000nShrEAE,10000,2/26/2019,3
a4Gf1000000nShtEAE,7500,3/13/2019,3
a4Gf1000000nSi2EAE,11000,3/7/2018,1
a4Gf1000000nSi4EAE,15000,5/15/2019,1
a4Gf1000000nSi7EAE,3500,3/1/2020,3
a4Gf1000000nSiAEAU,40000,8/25/2018,3
a4Gf1000000nSiEEAU,8800,1/27/2020,3
a4Gf1000000nSiMEAU,50000,4/22/2019,1
a4Gf1000000nSiaEAE,26000,9/9/2020,2
a4Gf1000000nSidEAE,33000,5/15/2020,2
a4Gf1000000nSieEAE,58000,8/20/2019,3
a4Gf1000000nSigEAE,12000,8/31/2018,2
a4Gf1000000nSisEAE,2500,12/23/2020,3
a4Gf1000000nSitEAE,100000,2/5/2020,4
a4Gf1000000nSiuEAE,75000,4/14/2020,3
a4Gf1000000nSj1EAE,8800,9/25/2020,3
a4Gf1000000nSj3EAE,4000,5/10/2018,2
a4Gf1000000nSjBEAU,8800,5/19/2020,4
a4Gf1000000nSjDEAU,3000,5/25/2019,3
a4Gf1000000nSjGEAU,5500,6/2/2018,3
a4Gf1000000nSjHEAU,32000,5/1/2018,2
a4Gf1000000nSjIEAU,15000,5/5/2019,1
a4Gf1000000nSjKEAU,7000,9/23/2018,4
a4Gf1000000nSjLEAU,20000,1/2/2018,4
a4Gf1000000nSjZEAU,8500,6/15/2019,2
a4Gf1000000nSjfEAE,17000,2/8/2018,1
a4Gf1000000nSjgEAE,5600,9/2/2020,3
a4Gf1000000nSjiEAE,6500,7/3/2019,4
a4Gf1000000nSjsEAE,10500,10/26/2020,2
a4Gf1000000nSjvEAE,5000,6/25/2018,4
a4Gf1000000nSjxEAE,40000,7/18/2018,2
a4Gf1000000nSjyEAE,35000,7/26/2018,4
a4Gf1000000nSk2EAE,10000,3/3/2020,2
a4Gf1000000nSk5EAE,8800,12/14/2018,2
a4Gf1000000nSk6EAE,8000,1/24/2018,4
a4Gf1000000nSkCEAU,5500,9/2/2019,4
a4Gf1000000nSkHEAU,22000,3/27/2018,4
a4Gf1000000nSkLEAU,6500,5/3/2018,4
a4Gf1000000nSkZEAU,23000,10/16/2018,2
a4Gf1000000nSkcEAE,4500,10/25/2020,2
a4Gf1000000nSkdEAE,25000,8/8/2018,2
a4Gf1000000nSkjEAE,3200,6/7/2018,2
a4Gf1000000nSkpEAE,8800,6/25/2020,1
a4Gf1000000nSkvEAE,6000,6/17/2019,3
a4Gf1000000nSl2EAE,5600,11/23/2020,3
a4Gf1000000nSl3EAE,3500,11/15/2018,2
a4Gf1000000nSl5EAE,33500,11/23/2019,4
a4Gf1000000nSl6EAE,4000,2/8/2020,4
a4Gf1000000nSlEEAU,22500,7/27/2020,2
a4Gf1000000nSlPEAU,6600,7/24/2019,3
a4Gf1000000nSlREAU,12000,2/15/2018,2
a4Gf1000000nSlWEAU,6500,2/28/2019,2
a4Gf1000000nSlbEAE,18000,3/24/2018,1
a4Gf1000000nSlfEAE,4000,11/2/2020,1
a4Gf1000000nSliEAE,16000,3/14/2019,4
a4Gf1000000nSljEAE,22000,2/6/2019,1
a4Gf1000000nSlkEAE,30000,9/20/2018,4
a4Gf1000000nSllEAE,8800,8/27/2020,4
a4Gf1000000nSloEAE,150000,8/7/2018,4
a4Gf1000000nSlqEAE,3000,8/26/2018,4
a4Gf1000000nSltEAE,8800,12/13/2020,2
a4Gf1000000nSlwEAE,12000,7/28/2018,2
a4Gf1000000nSm0EAE,7500,4/19/2020,1
a4Gf1000000nSm4EAE,35000,2/13/2018,2
a4Gf1000000nSm9EAE,10000,9/1/2020,3
a4Gf1000000nSmEEAU,5500,11/12/2020,4
a4Gf1000000nSmIEAU,27000,11/12/2018,2
a4Gf1000000nSmMEAU,30000,12/3/2018,1
a4Gf1000000nSmVEAU,10000,7/24/2019,4
a4Gf1000000nSmWEAU,13000,3/9/2018,3
a4Gf1000000nSmbEAE,4800,3/2/2019,2
a4Gf1000000nSmeEAE,20000,11/20/2020,2
a4Gf1000000nSmfEAE,100000,7/14/2019,2
a4Gf1000000nSmgEAE,12000,1/8/2020,3
a4Gf1000000nSmlEAE,22000,3/26/2018,1
a4Gf1000000nSmnEAE,25000,3/10/2019,1
a4Gf1000000nSmrEAE,6500,8/8/2018,1
a4Gf1000000nSmtEAE,7000,3/11/2019,2
a4Gf1000000nSmuEAE,28000,9/6/2020,2
a4Gf1000000nSmvEAE,50000,6/19/2018,2
a4Gf1000000nSmzEAE,10000,2/2/2020,4
a4Gf1000000nSn0EAE,20000,4/29/2018,2
a4Gf1000000nSn4EAE,6000,4/16/2020,2
a4Gf1000000nSn7EAE,22000,12/1/2020,1
a4Gf1000000nSn8EAE,14000,7/20/2019,2
a4Gf1000000nSn9EAE,7000,2/28/2019,4
a4Gf1000000nSnAEAU,7500,8/17/2020,2
a4Gf1000000nSnFEAU,13000,2/4/2020,1
a4Gf1000000nSnQEAU,7500,4/7/2020,3
a4Gf1000000nSnSEAU,5300,12/23/2019,4
a4Gf1000000nSnUEAU,20000,11/1/2019,2
a4Gf1000000nSnZEAU,225000,11/28/2018,1
a4Gf1000000nSnbEAE,5700,2/21/2020,2
a4Gf1000000nSnnEAE,4700,10/24/2018,2
a4Gf1000000nSnoEAE,7500,10/10/2020,4
a4Gf1000000nSnvEAE,40000,5/12/2020,3
a4Gf1000000nSnwEAE,60000,10/20/2019,4
a4Gf1000000nSnyEAE,24000,12/7/2020,3
a4Gf1000000nSo0EAE,5500,7/20/2019,1
a4Gf1000000nSo1EAE,35000,3/16/2020,2
a4Gf1000000nSo3EAE,5500,6/24/2019,4
a4Gf1000000nSo4EAE,15000,1/21/2018,1
a4Gf1000000nSo5EAE,28000,11/9/2018,2
a4Gf1000000nSo7EAE,12000,7/9/2020,2
a4Gf1000000nSo9EAE,10000,1/25/2019,1
a4Gf1000000nSoDEAU,20000,6/27/2018,4